run_id,pretrain_ds,finetune_ds,unseen_ds,pre_best_epoch,pre_best_val_f1,transfer_best_epoch,transfer_best_val_f1,transfer_target_test_loss,transfer_target_test_acc,transfer_target_test_f1,transfer_unseen_test_loss,transfer_unseen_test_acc,transfer_unseen_test_f1,scratch_best_epoch,scratch_best_val_f1,scratch_target_test_loss,scratch_target_test_acc,scratch_target_test_f1,scratch_unseen_test_loss,scratch_unseen_test_acc,scratch_unseen_test_f1,delta_target_transfer_minus_scratch_f1,delta_unseen_transfer_minus_scratch_f1,gap_transfer_target_minus_unseen_f1,gap_scratch_target_minus_unseen_f1
1,old,nm,hcmyo,43,0.735912378200641,45,0.32689033732041567,2.060804903951412,0.3257629524485451,0.3215580021706801,4.158291829897328,0.09128768948858904,0.03560795309273802,35,0.3041903972109837,2.0648463352763797,0.2789212207239177,0.2693408814500168,3.129582744031554,0.09245377311344327,0.03848807490170909,0.05221712072066331,-0.00288012180897107,0.2859500490779421,0.2308528065483077
2,old,hcmyo,nm,45,0.766141338618785,45,0.8066109774512622,0.6574821966577228,0.8084291187739464,0.8074732622250298,7.399864311840959,0.10007097232079488,0.04711816598693415,37,0.7555554206374027,0.758033334028566,0.7617857737797767,0.7611121894517824,6.116378262332351,0.10574875798438609,0.05490733655710587,0.046361072773247414,-0.00778917057017172,0.7603550962380956,0.7062048528946765
3,nm,old,hcmyo,42,0.3523460507601707,45,0.7214059829252066,0.8727608214333559,0.7289972899728997,0.7287672078696564,5.630138433041145,0.10478094286190238,0.039519122195471226,40,0.6279070411293645,1.0989219939913315,0.6368563685636857,0.632711148867893,4.791831532180776,0.095952023988006,0.030353704061555,0.0960560590017634,0.009165418133916227,0.6892480856741852,0.602357444806338
4,nm,hcmyo,old,41,0.34161116847930834,45,0.7922810678424463,0.6527390923055036,0.8004331167749459,0.7996837339985973,7.256672485734066,0.0921409214092141,0.04633084050903286,39,0.7725845288713533,0.7143789968817468,0.7692820256538397,0.768076002692387,6.320020662736764,0.10388437217705511,0.04953742142464894,0.03160773130621031,-0.0032065809156160766,0.7533528934895644,0.7185385812677381
5,hcmyo,old,nm,44,0.7777160494712023,44,0.7888300309571051,0.7259319397707511,0.7967479674796748,0.7990338957874825,6.711822910796166,0.10929737402413059,0.0974484437921241,37,0.6327494086161248,1.08948658367698,0.6341463414634146,0.6333649616921615,3.935288819799701,0.1256210078069553,0.09593793135058004,0.16566893409532102,0.0015105124415440568,0.7015854519953584,0.5374270303415815
6,hcmyo,nm,old,43,0.8058771991817106,45,0.35362464348566014,2.107331185686918,0.37828246983676367,0.37817357554793307,3.4801841385211616,0.11743450767841011,0.09298488606316045,40,0.32092388596340704,2.018755543731137,0.31653655074520937,0.30563114326354796,2.9785704981020795,0.0921409214092141,0.08294325125320713,0.07254243228438512,0.01004163480995332,0.2851886894847726,0.22268789201034084
