run_id,phase,dataset,epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro
1,finetune_scratch,nm,22,2.016948531149232,0.26752197671655975,2.0979594257899694,0.26285714285714284,0.2396837278488244
1,finetune_scratch,nm,23,1.9914972946971803,0.27678783559040154,2.0920394229888917,0.2664285714285714,0.2406400838239425
1,finetune_scratch,nm,24,1.9832199419102723,0.2729864575908767,2.1222866916656495,0.2692857142857143,0.2388376565719422
1,finetune_scratch,nm,25,1.9782891164173788,0.27845093846519364,2.066189968926566,0.27714285714285714,0.25146244571389836
1,finetune_scratch,nm,26,1.9702982620435023,0.28225231646471843,2.0847887665884834,0.2842857142857143,0.2579382091545071
1,finetune_scratch,nm,27,1.9500485466902486,0.29223093371347114,2.0953723294394355,0.27214285714285713,0.2533298074350725
1,finetune_scratch,nm,28,1.9434002855662977,0.298408172962699,2.079471972329276,0.2814285714285714,0.26555142398287895
1,finetune_scratch,nm,29,1.9356573422466612,0.2900926585887384,2.093953751155308,0.2785714285714286,0.25459183414278164
1,finetune_scratch,nm,30,1.9274091156397388,0.3045854122119268,2.051292950766427,0.3007142857142857,0.27620150732077964
1,finetune_scratch,nm,31,1.9239985207022723,0.3005464480874317,2.08708763395037,0.2857142857142857,0.2549394922561633
1,finetune_scratch,nm,32,1.9041646940460621,0.3145640294606795,2.0594997583116803,0.2985714285714286,0.27355734147608957
1,finetune_scratch,nm,33,1.9057236745312764,0.3162271323354716,2.0179677213941303,0.32,0.30216408945293927
1,finetune_scratch,nm,34,1.887393498256445,0.31693989071038253,2.023689241409302,0.32,0.30078795827291915
1,finetune_scratch,nm,35,1.8805682255837153,0.32264195770966975,2.039728215081351,0.3142857142857143,0.3041903972109837
1,finetune_scratch,nm,36,1.86043581171822,0.3328581610833927,2.060392255783081,0.3092857142857143,0.29139657601664515
1,finetune_scratch,nm,37,1.8573916693089494,0.32454264670943217,2.045275983810425,0.31214285714285717,0.2937543450243322
1,finetune_scratch,nm,38,1.846504455933692,0.33998574483250177,2.066116886138916,0.30428571428571427,0.2821882215039825
1,finetune_scratch,nm,39,1.8311374901762256,0.34687574245664055,2.0373667335510253,0.31285714285714283,0.2951198202945245
1,finetune_scratch,nm,40,1.829681055113606,0.3459253979567593,2.1200310475485664,0.29642857142857143,0.2866339164228736
1,finetune_transfer,nm,1,2.915461521019531,0.11119030648610122,2.627168644496373,0.11785714285714285,0.08449642700485739
1,finetune_transfer,nm,2,2.3567667740998344,0.12045616535994298,2.3571504007067,0.13214285714285715,0.09304960668700908
1,finetune_transfer,nm,3,2.301775986181356,0.13138512710857686,2.341114743096488,0.15142857142857144,0.08822121945431263
1,finetune_transfer,nm,4,2.288864109628867,0.14540270848182466,2.2995851489475796,0.155,0.10323822230999866
1,finetune_transfer,nm,5,2.2786591919676713,0.14540270848182466,2.2959280368259973,0.14857142857142858,0.09148978676947991
1,finetune_transfer,nm,6,2.2634050676731463,0.15728201473033976,2.2779172447749545,0.15928571428571428,0.11457364078207813
1,finetune_transfer,nm,7,2.250471928420444,0.15704442860536943,2.2621271882738387,0.17,0.11974993491804076
1,finetune_transfer,nm,8,2.2325813671165533,0.17533856022808267,2.2450630256107877,0.16,0.13566255424141233
1,finetune_transfer,nm,9,2.2250675243106697,0.1758137324780233,2.2463560472215924,0.16142857142857142,0.127087808972575
1,finetune_transfer,nm,10,2.2099258144045137,0.18816821097647898,2.261788112095424,0.15785714285714286,0.11486496729755506
1,finetune_transfer,nm,11,2.2168406148680773,0.17272511285340936,2.2688082776750838,0.15642857142857142,0.10681759699951299
1,finetune_transfer,nm,12,2.213732466954861,0.17486338797814208,2.245785730906895,0.18785714285714286,0.1442084289975349
1,finetune_transfer,nm,13,2.2019562588136816,0.1907816583511523,2.254308527537755,0.17357142857142857,0.13741784810965815
1,finetune_transfer,nm,14,2.191466555739276,0.1933951057258256,2.2573672498975483,0.18785714285714286,0.1524327663624399
1,finetune_transfer,nm,15,2.1889707758353594,0.19672131147540983,2.221530705860683,0.18285714285714286,0.1569055779122662
1,finetune_transfer,nm,16,2.173463103493083,0.20123544784984557,2.228517837524414,0.18428571428571427,0.16208075983690887
1,finetune_transfer,nm,17,2.1596731325599525,0.2047992397244001,2.237101937702724,0.19714285714285715,0.16464767373797523
1,finetune_transfer,nm,18,2.151198676658317,0.2040864813494892,2.2521995435442244,0.19071428571428573,0.16803602090709463
1,finetune_transfer,nm,19,2.134578827753518,0.2190544072226182,2.212744496209281,0.20714285714285716,0.18699134768036157
1,finetune_transfer,nm,20,2.1187492911791286,0.23093371347113328,2.2129241630009244,0.21214285714285713,0.1910319069125365
1,finetune_transfer,nm,21,2.107394994593879,0.22998336897125207,2.2383629172188897,0.205,0.18013244958581642
1,finetune_transfer,nm,22,2.097619722789584,0.23663578047042053,2.199159620829991,0.215,0.2029941608091484
1,finetune_transfer,nm,23,2.091346130939809,0.24471370871941078,2.1979481574467252,0.22428571428571428,0.19584563666121663
1,finetune_transfer,nm,24,2.075986317654748,0.2511285340936089,2.192916623524257,0.23285714285714285,0.20334294719902185
1,finetune_transfer,nm,25,2.0698294191525877,0.2482775005939653,2.201412695475987,0.23857142857142857,0.2139645747688806
1,finetune_transfer,nm,26,2.0482966431134897,0.26752197671655975,2.210777424403599,0.23714285714285716,0.2214753981381045
1,finetune_transfer,nm,27,2.0325530610817517,0.2710857685911143,2.189344662257603,0.23785714285714285,0.21322956606591442
1,finetune_transfer,nm,28,2.0367910943254492,0.2601568068424804,2.1734946646009172,0.2542857142857143,0.2322185665310025
1,finetune_transfer,nm,29,2.019542930471158,0.273224043715847,2.156465802873884,0.2507142857142857,0.23342617559872467
1,finetune_transfer,nm,30,1.9986032771225863,0.2706105963411737,2.1556312779017857,0.2571428571428571,0.24241400850038147
1,finetune_transfer,nm,31,1.9960681883731968,0.27797576621525305,2.170115103040423,0.25642857142857145,0.2383105526735528
1,finetune_transfer,nm,32,1.9661374789118116,0.2948443810881444,2.1761424241747176,0.26785714285714285,0.2458587944187542
1,finetune_transfer,nm,33,1.9542179905510084,0.29341886433832265,2.147154585974557,0.28214285714285714,0.2666218760122443
1,finetune_transfer,nm,34,1.960333114679762,0.2953195533380851,2.182647784096854,0.28214285714285714,0.2617256140846125
1,finetune_transfer,nm,35,1.9454449408975965,0.29460679496317416,2.154323170525687,0.2885714285714286,0.27646676069706766
1,finetune_transfer,nm,36,1.9321371067672026,0.3022095509622238,2.1553074332645963,0.2857142857142857,0.26692531269259323
1,finetune_transfer,nm,37,1.9115615799070735,0.3052981705868377,2.1233459908621652,0.2985714285714286,0.28661753684886143
1,finetune_transfer,nm,38,1.90507716049517,0.32097885483487765,2.1351107365744455,0.29928571428571427,0.291596397765279
1,finetune_transfer,nm,39,1.8814999728962996,0.32786885245901637,2.137553107397897,0.29642857142857143,0.28710128685571323
1,finetune_transfer,nm,40,1.8757865920602694,0.32549299120931335,2.134887236186436,0.2957142857142857,0.277080668185012
1,finetune_transfer,nm,41,1.877645630710735,0.33380850558327396,2.1766862079075406,0.2957142857142857,0.2811174835716501
1,finetune_transfer,nm,42,1.8638846960620603,0.3292943692088382,2.129255174909319,0.31,0.3018612109238629
1,finetune_transfer,nm,43,1.869850974237021,0.33594678070800665,2.1522761835370745,0.30214285714285716,0.280410351858278
1,finetune_transfer,nm,44,1.8435902464670193,0.3437871228320266,2.1352534348624093,0.3092857142857143,0.2988237048693436
1,finetune_transfer,nm,45,1.8372274165369886,0.3395105725825612,2.1076977716173446,0.33,0.32689033732041567
1,pretrain,old,1,2.258439265101789,0.16566265060240964,2.139345226572135,0.18337850045167117,0.14090404446298183
1,pretrain,old,2,2.1096503860979197,0.21626506024096387,2.114278812933959,0.2222222222222222,0.14324920870136446
1,pretrain,old,3,2.054336388427091,0.23765060240963856,2.039227687246431,0.2601626016260163,0.21205881967929266
1,pretrain,old,4,2.0177635876529187,0.2596385542168675,2.0025590171443524,0.2728093947606143,0.2386613891268709
1,pretrain,old,5,1.9865876973393453,0.27259036144578314,1.9832539331191492,0.3008130081300813,0.2566875496573832
1,pretrain,old,6,1.9612438316804817,0.2786144578313253,1.9687636808543563,0.2971996386630533,0.24228007714839475
1,pretrain,old,7,1.9273732633475797,0.2987951807228916,1.9447196496965224,0.3035230352303523,0.26336852711480907
1,pretrain,old,8,1.8994976623948798,0.31114457831325304,1.9011452596469731,0.3143631436314363,0.26648387861722267
1,pretrain,old,9,1.8820424729082958,0.32379518072289154,1.9011371763525724,0.3297199638663053,0.2834898797367508
1,pretrain,old,10,1.8560090803238283,0.3313253012048193,1.7955466497019807,0.35772357723577236,0.32132287854452424
1,pretrain,old,11,1.8043317593723895,0.35602409638554217,1.7405800235734508,0.37308039747064137,0.34050349457552515
1,pretrain,old,12,1.7723435189350543,0.3746987951807229,1.7120094952975293,0.3866305329719964,0.3583346877251571
1,pretrain,old,13,1.746798522788358,0.3710843373493976,1.7995830591239688,0.34778681120144533,0.3079487581378094
1,pretrain,old,14,1.7063818957432206,0.3960843373493976,1.6629188198599605,0.3947606142728094,0.3622874805254793
1,pretrain,old,15,1.699386224976505,0.40120481927710844,1.6085138912123393,0.4173441734417344,0.38723447457370774
1,pretrain,old,16,1.6258959468588772,0.4394578313253012,1.5958288791703015,0.4218608852755194,0.3949586371021539
1,pretrain,old,17,1.6057477775826512,0.44969879518072287,1.5823898642797565,0.4363143631436314,0.41367328130451747
1,pretrain,old,18,1.5704710006713867,0.463855421686747,1.561527285149427,0.43089430894308944,0.40688871973955437
1,pretrain,old,19,1.515307182576283,0.4894578313253012,1.4767461617787678,0.47244805781391147,0.4559939144505668
1,pretrain,old,20,1.5064895428806901,0.4825301204819277,1.3954767217050292,0.48148148148148145,0.46285904605853967
1,pretrain,old,21,1.4009392218417431,0.5243975903614457,1.3639259161772552,0.5149051490514905,0.5107787526996819
1,pretrain,old,22,1.38571088227881,0.5298192771084337,1.3134256037054777,0.5383920505871725,0.531685779050872
1,pretrain,old,23,1.3403017181948007,0.541566265060241,1.2728780317974178,0.5392953929539296,0.5310622359439755
1,pretrain,old,24,1.2742173778005392,0.5746987951807229,1.2405382407713066,0.5582655826558266,0.5479807787910957
1,pretrain,old,25,1.237877596717283,0.5984939759036144,1.2193125316767188,0.5591689250225835,0.5524691796735111
1,pretrain,old,26,1.163302158160382,0.6159638554216867,1.216108694093768,0.5808491418247516,0.5739796063288942
1,pretrain,old,27,1.1435776581247168,0.6328313253012048,1.1613534896785112,0.5925925925925926,0.5836743676085889
1,pretrain,old,28,1.1795258507671127,0.6204819277108434,1.0851322526638854,0.6151761517615176,0.6085177661552381
1,pretrain,old,29,1.0873072081301585,0.6593373493975904,1.1010896995892476,0.6016260162601627,0.59505868135265
1,pretrain,old,30,1.026583370817713,0.6795180722891566,1.062493239368742,0.6178861788617886,0.609147522588068
1,pretrain,old,31,1.040442694813372,0.6701807228915663,1.0084750525242807,0.6531165311653117,0.6498082518644223
1,pretrain,old,32,0.9764749710818371,0.691566265060241,1.0284079418811265,0.6540198735320687,0.6509386835803186
1,pretrain,old,33,0.9016309301537203,0.716566265060241,1.0163033284253653,0.6540198735320687,0.6485273147493812
1,pretrain,old,34,0.8663075342235795,0.725,0.9417725407334201,0.6775067750677507,0.6742533603776087
1,pretrain,old,35,0.8343065260404564,0.7385542168674699,0.9521257249535799,0.6847335140018067,0.6812248075481023
1,pretrain,old,36,0.8249510212116931,0.7415662650602409,0.868327560463572,0.7109304426377597,0.7095984587049469
1,pretrain,old,37,0.8378244690148228,0.7340361445783132,0.940529065565042,0.7009936766034327,0.6993951095429043
1,pretrain,old,38,0.8220194250704295,0.7424698795180723,0.9118784940124312,0.6865401987353207,0.6874250160217167
1,pretrain,old,39,0.7354723006845957,0.7734939759036145,0.891737918166718,0.7100271002710027,0.7062046944165126
1,pretrain,old,40,0.8115413721785488,0.7533132530120482,0.894384858892539,0.7091237579042458,0.7064512900011344
1,pretrain,old,41,0.7282711625099182,0.7759036144578313,0.8944067277667107,0.7163504968383018,0.7136207355469092
1,pretrain,old,42,0.7496829170778573,0.7650602409638554,0.865182151693208,0.7299006323396567,0.7271438505780808
1,pretrain,old,43,0.7157127001199377,0.7731927710843374,0.851121401560662,0.7362240289069557,0.735912378200641
1,pretrain,old,44,0.7401745750243405,0.7683734939759036,0.9441670083525812,0.6937669376693767,0.6907897621692902
1,pretrain,old,45,0.6992613268185811,0.7777108433734939,0.8931287087183766,0.7145438121047877,0.7129358784799987
2,finetune_scratch,hcmyo,1,2.2523792690700954,0.15416666666666667,2.175849871633847,0.20143405035851258,0.17558833929661793
2,finetune_scratch,hcmyo,2,2.1404369990030925,0.22433333333333333,2.142361320196161,0.21227280306820076,0.16840541472943943
2,finetune_scratch,hcmyo,3,2.1003939668867324,0.23344444444444445,2.1163787142085853,0.25029181257295313,0.2147176417542528
2,finetune_scratch,hcmyo,4,2.0588358715905084,0.2595,2.018031982902847,0.28064032016008006,0.25349404038886003
2,finetune_scratch,hcmyo,5,1.9944560679329766,0.28894444444444445,1.9137208424390546,0.32032683008170754,0.29326721180855825
2,finetune_scratch,hcmyo,6,1.9332105195787217,0.31544444444444447,1.8419101341517743,0.3458395864598966,0.3255005718154755
2,finetune_scratch,hcmyo,7,1.8745640759997897,0.3365,1.7888260717807023,0.3710188427547107,0.3454623138688869
2,finetune_scratch,hcmyo,8,1.7899446344375611,0.37544444444444447,1.6808992259121147,0.41487410371852596,0.401794071341918
2,finetune_scratch,hcmyo,9,1.7172674573262532,0.4075,1.648591206881609,0.4253793563448391,0.41666367336662813
2,finetune_scratch,hcmyo,10,1.6337680120468139,0.43983333333333335,1.6030024197750814,0.4442221110555278,0.43596149672134227
2,finetune_scratch,hcmyo,11,1.5777467475467257,0.4622222222222222,1.507796433631114,0.47790561947640486,0.4748867318881941
2,finetune_scratch,hcmyo,12,1.518729911380344,0.4811111111111111,1.4428062764668397,0.5065866266466567,0.5034052802059055
2,finetune_scratch,hcmyo,13,1.469096941947937,0.49377777777777776,1.4523400768192885,0.5012506253126563,0.496287960913732
2,finetune_scratch,hcmyo,14,1.416972103330824,0.5185555555555555,1.3440513215662142,0.5431048857762214,0.5406663770380252
2,finetune_scratch,hcmyo,15,1.388234261724684,0.5287222222222222,1.3044635835579679,0.5614473903618475,0.5581348874814565
2,finetune_scratch,hcmyo,16,1.3222789101070829,0.5481666666666667,1.2661354206931061,0.5729531432382858,0.5728188048963259
2,finetune_scratch,hcmyo,17,1.2900150682661269,0.5628888888888889,1.2735923327802519,0.567116891779223,0.5659464800202727
2,finetune_scratch,hcmyo,18,1.2555786647796632,0.5740555555555555,1.1647585796300066,0.6024679006169752,0.6025724949393367
2,finetune_scratch,hcmyo,19,1.2106254702674017,0.5912222222222222,1.1207034993275058,0.6253126563281641,0.6226297066031543
2,finetune_scratch,hcmyo,20,1.209177280108134,0.5898888888888889,1.152670989071148,0.6118059029514757,0.60794066527846
2,finetune_scratch,hcmyo,21,1.1610825394524469,0.6050555555555556,1.0882915184162687,0.6373186593296648,0.638012516191167
2,finetune_scratch,hcmyo,22,1.1393784390555488,0.6155555555555555,1.037892926766989,0.6501584125396032,0.6497428537886392
2,finetune_scratch,hcmyo,23,1.092887598991394,0.6271111111111111,0.9961825217011175,0.6623311655827914,0.6606261603604336
2,finetune_scratch,hcmyo,24,1.0443097594049242,0.6456111111111111,1.025199475587756,0.6578289144572286,0.6567258797285661
2,finetune_scratch,hcmyo,25,1.055485037061903,0.6389444444444444,0.9440515055166635,0.6820076705019176,0.6817440372184663
2,finetune_scratch,hcmyo,26,1.052317823621962,0.6433888888888889,0.947992162061807,0.6828414207103551,0.6823999515569856
2,finetune_scratch,hcmyo,27,1.0018375675413345,0.6588888888888889,0.9102124485379958,0.695847923961981,0.6954180006313864
2,finetune_scratch,hcmyo,28,0.9748832792705959,0.6656111111111112,0.9439689661237186,0.6878439219609805,0.6874882433077658
2,finetune_scratch,hcmyo,29,0.9397180926005045,0.6764444444444444,0.8628954274347868,0.7175254293813573,0.7157935562922968
2,finetune_scratch,hcmyo,30,0.9518497029410469,0.6758888888888889,0.8569753266919429,0.7180256795064198,0.7178510968467366
2,finetune_scratch,hcmyo,31,0.9176610197491116,0.6877777777777778,0.8142898210475141,0.7321994330498582,0.7311934150026556
2,finetune_scratch,hcmyo,32,0.9287937150796255,0.6825555555555556,0.8864125862024378,0.7116891779222945,0.7104874346418292
2,finetune_scratch,hcmyo,33,0.9035623042848375,0.69,0.816871049276129,0.7325329331332333,0.7324125672214457
2,finetune_scratch,hcmyo,34,0.8894915967517429,0.6933333333333334,0.8017459213783369,0.7412039353009838,0.7408516939616346
2,finetune_scratch,hcmyo,35,0.856698501057095,0.7058888888888889,0.8108556007611388,0.7410371852592963,0.740222232668315
2,finetune_scratch,hcmyo,36,0.8412778443230523,0.7078333333333333,0.8225955243023789,0.7326996831749208,0.7317089754470848
2,finetune_scratch,hcmyo,37,0.8291395116382175,0.7162222222222222,0.7663260989434046,0.7563781890945472,0.7555554206374027
2,finetune_scratch,hcmyo,38,0.7904618819554646,0.7296111111111111,0.7718992706301889,0.7560446890111723,0.7551005253686099
2,finetune_scratch,hcmyo,39,0.8157084413104587,0.7181666666666666,0.7849808919908345,0.7548774387193596,0.7539185222988063
2,finetune_scratch,hcmyo,40,0.7933785732587179,0.7259444444444444,0.7885535950534082,0.7532099383024846,0.7518236690390621
2,finetune_transfer,hcmyo,1,2.315056547270881,0.15944444444444444,2.146212964489676,0.21027180256795064,0.18094478659194452
2,finetune_transfer,hcmyo,2,2.107073409822252,0.2406111111111111,2.029658544991878,0.2741370685342671,0.25859879038891126
2,finetune_transfer,hcmyo,3,1.9940937116410997,0.29688888888888887,1.9721753286265802,0.3234950808737702,0.31789142759489175
2,finetune_transfer,hcmyo,4,1.927046376016405,0.31716666666666665,2.0055483612732745,0.30948807737201933,0.2914652722394674
2,finetune_transfer,hcmyo,5,1.8501683031717937,0.3468333333333333,1.8518365654266336,0.3856928464232116,0.3701924940760826
2,finetune_transfer,hcmyo,6,1.7779482312732273,0.37394444444444447,1.7406108098436002,0.41303985325996334,0.3938629537765091
2,finetune_transfer,hcmyo,7,1.6734577957789103,0.41294444444444445,1.6805055632886636,0.4595631148907787,0.44882840661566537
2,finetune_transfer,hcmyo,8,1.6149062277475992,0.4413888888888889,1.6136889426295153,0.48107387026846754,0.4625291511784229
2,finetune_transfer,hcmyo,9,1.5373511436250475,0.4721111111111111,1.4998569728529252,0.51975987993997,0.5088152507308532
2,finetune_transfer,hcmyo,10,1.4808953196207681,0.4887222222222222,1.4303278501319632,0.5391028847757212,0.5315144555173082
2,finetune_transfer,hcmyo,11,1.4297746295928955,0.5093333333333333,1.4183706626487371,0.5459396364849092,0.5372104054717782
2,finetune_transfer,hcmyo,12,1.3831551474465265,0.5285555555555556,1.361704279795197,0.5729531432382858,0.5700459120288989
2,finetune_transfer,hcmyo,13,1.323644254260593,0.5501666666666667,1.3183543864679232,0.5856261464065367,0.5793030904544304
2,finetune_transfer,hcmyo,14,1.2706084252463448,0.5655,1.3670512590285875,0.5817908954477239,0.5747538197652575
2,finetune_transfer,hcmyo,15,1.232504417207506,0.5810555555555555,1.1775554515867406,0.6288144072036018,0.6244105296672164
2,finetune_transfer,hcmyo,16,1.1831224220063952,0.5975,1.1526671011353087,0.6381524095381024,0.6341732247550326
2,finetune_transfer,hcmyo,17,1.1404624972873263,0.6154444444444445,1.1034664532676903,0.6526596631649157,0.6476543788716533
2,finetune_transfer,hcmyo,18,1.1128145863215129,0.6244444444444445,1.0453933842687662,0.6741704185426046,0.6708994397122805
2,finetune_transfer,hcmyo,19,1.0926704988479614,0.6306111111111111,1.0769994451102365,0.6685009171252293,0.6646544844358981
2,finetune_transfer,hcmyo,20,1.0581252222061157,0.6397777777777778,1.002250492652297,0.6908454227113556,0.6884988799658243
2,finetune_transfer,hcmyo,21,1.0271783165931703,0.6522777777777777,0.9784464266561798,0.6945139236284809,0.6914127841104476
2,finetune_transfer,hcmyo,22,1.0107805649969313,0.6603888888888889,0.9675224370781096,0.7031849257962315,0.7006084990589533
2,finetune_transfer,hcmyo,23,0.9700666106541952,0.6707777777777778,0.9223113456442492,0.7123561780890445,0.7092482380183163
2,finetune_transfer,hcmyo,24,0.9876344522370233,0.6641666666666667,0.9133569340626757,0.7131899282974821,0.7087451613548124
2,finetune_transfer,hcmyo,25,0.8973596115112304,0.6962222222222222,0.9247400833031963,0.7165249291312323,0.7146993779119398
2,finetune_transfer,hcmyo,26,0.905680393324958,0.6946111111111111,0.8595396519075021,0.7333666833416709,0.7314984833243876
2,finetune_transfer,hcmyo,27,0.8984245732095506,0.6948333333333333,0.8017867969208327,0.7507086876771719,0.7495908701239531
2,finetune_transfer,hcmyo,28,0.872754677136739,0.7032777777777778,0.812838371841236,0.751042187760547,0.750676767561983
2,finetune_transfer,hcmyo,29,0.8628888476689657,0.7031666666666667,0.8482114030000109,0.7400366850091713,0.7381127318121801
2,finetune_transfer,hcmyo,30,0.8347801740434435,0.7168888888888889,0.7548163110526658,0.7640486910121728,0.7628952414357015
2,finetune_transfer,hcmyo,31,0.8476998546918233,0.7111111111111111,0.8166868569717937,0.7532099383024846,0.7521665763791637
2,finetune_transfer,hcmyo,32,0.805924029774136,0.7237777777777777,0.7741837870812285,0.7588794397198599,0.7580490937145197
2,finetune_transfer,hcmyo,33,0.7829753523402744,0.7341111111111112,0.8114572837489117,0.7525429381357346,0.7502672612546467
2,finetune_transfer,hcmyo,34,0.7881335748566521,0.7312777777777778,0.7671597715425594,0.7610471902617976,0.7592148893802653
2,finetune_transfer,hcmyo,35,0.7641715522342258,0.7425,0.80361325004428,0.7570451892612973,0.7562387070198012
2,finetune_transfer,hcmyo,36,0.7957884510887994,0.7269444444444444,0.7434551219493325,0.7655494413873604,0.7653470175254956
2,finetune_transfer,hcmyo,37,0.7360233482254877,0.7455,0.7322973239038196,0.7753876938469234,0.7741282510874469
2,finetune_transfer,hcmyo,38,0.7331473871866862,0.7527777777777778,0.7106580931170893,0.7813906953476738,0.7803107067984165
2,finetune_transfer,hcmyo,39,0.7299660472340054,0.7513888888888889,0.6932773684807294,0.7893946973486743,0.7884489623116263
2,finetune_transfer,hcmyo,40,0.688115424659517,0.7648333333333334,0.6729123067171032,0.7930631982657995,0.792284212762646
2,finetune_transfer,hcmyo,41,0.6823594568040636,0.7702777777777777,0.650398506837148,0.8005669501417375,0.8005355013870178
2,finetune_transfer,hcmyo,42,0.6923855462604099,0.7623333333333333,0.6640856983424307,0.7940636985159246,0.793437985406314
2,finetune_transfer,hcmyo,43,0.6903318374421862,0.7642777777777777,0.6745636484186431,0.7908954477238619,0.7904564153623455
2,finetune_transfer,hcmyo,44,0.6725651807785035,0.7708888888888888,0.6718543333603836,0.7958979489744873,0.795699215244301
2,finetune_transfer,hcmyo,45,0.6403885998725891,0.7811111111111111,0.626900339352204,0.807570451892613,0.8066109774512622
2,pretrain,old,1,2.2130364245679006,0.17379518072289157,2.119468833911279,0.20957542908762422,0.13326227638953136
2,pretrain,old,2,2.0780185693717863,0.22650602409638554,2.056505888565877,0.24209575429087624,0.2097453697100687
2,pretrain,old,3,2.0199574875544353,0.27228915662650605,1.9690586086211166,0.2809394760614273,0.23703554997176002
2,pretrain,old,4,1.959193042961948,0.2813253012048193,1.927647270161285,0.3152664859981933,0.2538545618063256
2,pretrain,old,5,1.9156462609049785,0.3045180722891566,1.905250454336647,0.3107497741644083,0.2556591385927906
2,pretrain,old,6,1.8509688917412814,0.32981927710843373,1.8332251175740009,0.33785004516711836,0.28874665430585644
2,pretrain,old,7,1.8317375295133476,0.33674698795180724,1.758042519008564,0.3604336043360434,0.31955814445914105
2,pretrain,old,8,1.7702872934111629,0.36837349397590363,1.7768968097131965,0.35411020776874436,0.3149150963460523
2,pretrain,old,9,1.758024719824274,0.37198795180722893,1.7430780825576162,0.3920505871725384,0.3463141850725389
2,pretrain,old,10,1.7171453053692738,0.39036144578313253,1.7290304435085582,0.3956639566395664,0.34799797961464357
2,pretrain,old,11,1.6561451090387551,0.413855421686747,1.6547278250889834,0.4092140921409214,0.36577251552576184
2,pretrain,old,12,1.6615503517978163,0.4183734939759036,1.6378421697297825,0.44625112917795845,0.4362234823119124
2,pretrain,old,13,1.632623199095209,0.4394578313253012,1.6079551270122234,0.4363143631436314,0.40323495775981855
2,pretrain,old,14,1.5648418868880674,0.4475903614457831,1.6104616815158668,0.4327009936766034,0.4086173385560471
2,pretrain,old,15,1.546045083597482,0.46204819277108433,1.5586995493751878,0.45528455284552843,0.435193627117801
2,pretrain,old,16,1.5538820220763425,0.4608433734939759,1.5173453928224654,0.47244805781391147,0.46075391502166624
2,pretrain,old,17,1.4682291450270688,0.5114457831325301,1.4511328295963566,0.4932249322493225,0.4766661179460372
2,pretrain,old,18,1.3959873995148993,0.5509036144578313,1.34822710452041,0.5474254742547425,0.543301345139743
2,pretrain,old,19,1.3346729766891663,0.5689759036144578,1.3413867820138423,0.5492321589882565,0.54213793359066
2,pretrain,old,20,1.3161485249737659,0.5771084337349398,1.2698013757733255,0.5889792231255646,0.5828702825118964
2,pretrain,old,21,1.2467820359999875,0.6009036144578314,1.3060802986951379,0.5618789521228545,0.5519557028224782
